person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
201568,Danilo,Gallinari,DaniloGallinari,GallinariDanilo,DGallinari,danilogallinari,19880808000000,OlimpiaMilano,Italy,OlimpiaMilanoItaly,610,236.0,13.0,8,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,danilogallinari,2008.0,2023.0,N,Y,Y,2008,1,6,N
76774,Dave,Gambee,DaveGambee,GambeeDave,DGambee,davegambee,19370416000000,OregonState,USA,OregonStateUSA,66,215.0,12.0,20,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADDdavegambee,1958.0,1969.0,N,Y,Y,1958,1,6,N
201242,Thomas,Gardner,ThomasGardner,GardnerThomas,TGardner,thomasgardner,19850208000000,Missouri,USA,MissouriUSA,65,225.0,3.0,3,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,thomasgardner,2007.0,2008.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76779,Vern,Gardner,VernGardner,GardnerVern,VGardner,verngardner,19250514000000,Utah,USA,UtahUSA,65,200.0,3.0,12,Center,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADDverngardner,1949.0,1951.0,N,Y,Y,1949,1,5,N
76780,Jack,Garfinkel,JackGarfinkel,GarfinkelJack,JGarfinkel,jackgarfinkel,19180613000000,StJohnsNY,USA,StJohnsNYUSA,60,190.0,3.0,21,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADDdutchgarfinkel,1946.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1627868,Patricio,Garino,PatricioGarino,GarinoPatricio,PGarino,patriciogarino,19930517000000,GeorgeWashington,Argentina,GeorgeWashingtonArgentina,66,203.0,2.0,29,GuardForward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,patriciogarino,2016.0,2016.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629636,Darius,Garland,DariusGarland,GarlandDarius,DGarland,dariusgarland,20000126000000,Vanderbilt,USA,VanderbiltUSA,61,192.0,4.0,10,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,dariusgarland,2019.0,2023.0,N,Y,Y,2019,1,5,N
76781,Gary,Garland,GaryGarland,GarlandGary,GGarland,garygarland,19571012000000,DePaul,USA,DePaulUSA,64,180.0,1.0,24,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADDgarygarland,1979.0,1979.0,N,Y,Y,1979,2,30,N
1612,Chris,Garner,ChrisGarner,GarnerChris,CGarner,chrisgarner,19750223000000,Memphis,USA,MemphisUSA,510,156.0,3.0,2,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,chrisgarner,1997.0,2000.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76785,Bill,Garnett,BillGarnett,GarnettBill,BGarnett,billgarnett,19600422000000,Wyoming,USA,WyomingUSA,69,225.0,4.0,20,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADDbillgarnett,1982.0,1985.0,N,Y,Y,1982,1,4,N
708,Kevin,Garnett,KevinGarnett,GarnettKevin,KGarnett,kevingarnett,19760519000000,FarragutAcademyHSIL,USA,FarragutAcademyHSILUSA,611,240.0,22.0,21,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevingarnett,1995.0,2015.0,N,Y,Y,1995,1,5,Y
1628656,Billy,Garrett,BillyGarrett,GarrettBilly,BGarrett,billygarrett,19941016000000,DePaul,USA,DePaulUSA,66,215.0,2.0,3,GuardForward,Inactive,N,1610612752,Knicks,NYK,knicks,NewYork,billygarrett,2018.0,2018.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76786,Calvin,Garrett,CalvinGarrett,GarrettCalvin,CGarrett,calvingarrett,19560711000000,OralRoberts,USA,OralRobertsUSA,67,190.0,4.0,0,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADDcalvingarrett,1980.0,1983.0,N,Y,Y,1979,3,47,N
1051,Dean,Garrett,DeanGarrett,GarrettDean,DGarrett,deangarrett,19661127000000,Indiana,USA,IndianaUSA,611,250.0,6.0,22,Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,deangarrett,1996.0,2001.0,N,Y,Y,1988,2,38,N
203197,Diante,Garrett,DianteGarrett,GarrettDiante,DGarrett,diantegarrett,19881103000000,IowaState,USA,IowaStateUSA,64,190.0,2.0,8,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,diantegarrett,2012.0,2013.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76788,Eldo,Garrett,EldoGarrett,GarrettEldo,EGarrett,eldogarrett,19470131000000,SouthernIllinois,USA,SouthernIllinoisUSA,63,185.0,5.0,14,Guard,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADDdickgarrett,1969.0,1973.0,N,Y,Y,1969,2,27,N
76789,Rowland,Garrett,RowlandGarrett,GarrettRowland,RGarrett,rowlandgarrett,19500716000000,FloridaState,USA,FloridaStateUSA,66,210.0,5.0,24,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADDrowlandgarrett,1972.0,1976.0,N,Y,Y,1972,5,78,N
76790,Tom,Garrick,TomGarrick,GarrickTom,TGarrick,tomgarrick,19660707000000,RhodeIsland,USA,RhodeIslandUSA,62,185.0,4.0,5,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LosAngeles,HISTADDtomgarrick,1988.0,1991.0,N,Y,Y,1988,2,45,N
76791,John,Garris,JohnGarris,GarrisJohn,JGarris,johngarris,19590606000000,BostonCollege,USA,BostonCollegeUSA,68,205.0,1.0,55,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADDjohngarris,1983.0,1983.0,N,Y,Y,1983,2,27,N
1727,Pat,Garrity,PatGarrity,GarrityPat,PGarrity,patgarrity,19760823000000,NotreDame,USA,NotreDameUSA,69,238.0,11.0,8,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,patgarrity,1998.0,2007.0,N,Y,Y,1998,1,19,N
1630586,Usman,Garuba,UsmanGaruba,GarubaUsman,UGaruba,usmangaruba,20020309000000,RealMadrid,Spain,RealMadridSpain,68,229.0,2.0,16,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,usmangaruba,2021.0,2023.0,Y,Y,Y,2021,1,23,N
76793,Jim,Garvin,JimGarvin,GarvinJim,JGarvin,jimgarvin,19500205000000,BostonUniversity,USA,BostonUniversityUSA,67,200.0,1.0,30,Forward,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADDjimgarvin,1973.0,1973.0,N,Y,Y,1973,17,204,N
2200,Pau,Gasol,PauGasol,GasolPau,PGasol,paugasol,19800706000000,FCBarcelona,Spain,FCBarcelonaGermany,70,250.0,19.0,16,CenterForward,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,paugasol,2001.0,2018.0,N,Y,Y,2001,1,3,N
200752,Rudy,Gay,RudyGay,GayRudy,RGay,rudygay,19860817000000,Connecticut,USA,ConnecticutUSA,68,250.0,17.0,22,ForwardGuard,Active,N,1610612762,Jazz,UTA,jazz,Utah,rudygay,2006.0,2023.0,N,Y,Y,2006,1,8,N
1627771,Michael,Gbinije,MichaelGbinije,GbinijeMichael,MGbinije,michaelgbinije,19920605000000,Syracuse,USA,SyracuseUSA,67,200.0,2.0,9,GuardForward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,michaelgbinije,2016.0,2016.0,Y,Y,Y,2016,2,49,N
1002,Reggie,Geary,ReggieGeary,GearyReggie,RGeary,reggiegeary,19730831000000,Arizona,USA,ArizonaUSA,62,187.0,1.0,4,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,SanAntonio,reggiegeary,1996.0,1997.0,N,Y,Y,1996,2,56,N
101153,Mickael,Gelabale,MickaelGelabale,GelabaleMickael,MGelabale,mickaelgelabale,19830522000000,RealMadrid,France,RealMadridFrance,67,215.0,4.0,15,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,mickaelgelabale,2006.0,2012.0,Y,Y,Y,2005,2,48,N
1904,Devean,George,DeveanGeorge,GeorgeDevean,DGeorge,deveangeorge,19770829000000,Augsburg,USA,AugsburgUSA,68,235.0,12.0,19,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,deveangeorge,1999.0,2009.0,N,Y,Y,1999,1,23,N
1627875,Marcus,GeorgesHunt,MarcusGeorgesHunt,GeorgesHuntMarcus,MGeorgesHunt,marcusgeorgeshunt,19940328000000,GeorgiaTech,USA,GeorgiaTechUSA,65,226.0,3.0,13,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,marcusgeorgeshunt,2016.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76802,Gus,Gerard,GusGerard,GerardGus,GGerard,gusgerard,19530727000000,Virginia,USA,VirginiaUSA,68,200.0,5.0,22,Forward,Inactive,N,1610612758,Kings,KCK,kings,KansasCity,HISTADDgusgerard,1976.0,1980.0,N,Y,Y,1975,3,50,N
76803,Derrick,Gervin,DerrickGervin,GervinDerrick,DGervin,derrickgervin,19630328000000,TexasSanAntonio,USA,TexasSanAntonioUSA,68,200.0,2.0,30,Forward,Inactive,N,1610612751,Nets,NJN,nets,NewJersey,HISTADDderrickgervin,1989.0,1990.0,N,Y,Y,1985,4,90,N
76804,George,Gervin,GeorgeGervin,GervinGeorge,GGervin,georgegervin,19520427000000,EasternMichigan,USA,EasternMichiganUSA,67,180.0,10.0,44,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,SanAntonio,HISTADDgeorgegervin,1976.0,1985.0,N,Y,Y,1974,3,40,Y
76806,John,Gianelli,JohnGianelli,GianelliJohn,JGianelli,johngianelli,19500610000000,Pacific,USA,PacificUSA,610,220.0,8.0,40,Center,Inactive,N,1610612752,Knicks,NYK,knicks,NewYork,HISTADDjohngianelli,1972.0,1979.0,N,Y,Y,1972,2,20,N
76807,Dick,Gibbs,DickGibbs,GibbsDick,DGibbs,dickgibbs,19481220000000,TexasElPaso,USA,TexasElPasoUSA,65,210.0,5.0,21,Forward,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADDdickgibbs,1971.0,1975.0,N,Y,Y,1971,3,49,N
1626780,Jonathan,Gibson,JonathanGibson,GibsonJonathan,JGibson,jonathangibson,19871108000000,NewMexicoState,USA,NewMexicoStateUSA,62,185.0,4.0,3,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jonathangibson,2016.0,2018.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76810,Mike,Gibson,MikeGibson,GibsonMike,MGibson,mikegibson,19601027000000,SouthCarolinaUpstate,USA,SouthCarolinaUpstateUSA,610,205.0,2.0,35,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADDmikegibson,1983.0,1985.0,N,Y,Y,1982,2,44,N
201959,Taj,Gibson,TajGibson,GibsonTaj,TGibson,tajgibson,19850624000000,SouthernCalifornia,USA,SouthernCaliforniaUSA,69,232.0,14.0,67,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,tajgibson,2009.0,2023.0,N,Y,Y,2009,1,26,N
201592,JR,Giddens,JRGiddens,GiddensJR,JGiddens,jrgiddens,19850213000000,NewMexico,USA,NewMexicoUSA,65,215.0,3.0,4,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,jrgiddens,2008.0,2009.0,Y,Y,Y,2008,1,30,N
1630581,Josh,Giddey,JoshGiddey,GiddeyJosh,JGiddey,joshgiddey,20021010000000,NBAGlobalAcademy,Australia,NBAGlobalAcademyAustralia,68,216.0,2.0,3,Guard,Active,N,1610612760,Thunder,OKC,thunder,OklahomaCity,joshgiddey,2021.0,2023.0,N,Y,Y,2021,1,6,N
1628385,Harry,GilesIII,HarryGilesIII,GilesIIIHarry,HGilesIII,harrygilesiii,19980422000000,Duke,USA,DukeUSA,611,240.0,4.0,4,ForwardCenter,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,harrygiles,2017.0,2020.0,Y,Y,Y,2017,1,20,N
1628983,Shai,GilgeousAlexander,ShaiGilgeousAlexander,GilgeousAlexanderShai,SGilgeousAlexander,shaigilgeousalexander,19980712000000,Kentucky,Canada,KentuckyCanada,66,195.0,5.0,2,Guard,Active,N,1610612760,Thunder,OKC,thunder,OklahomaCity,shaigilgeousalexander,2018.0,2023.0,N,Y,Y,2018,1,11,N
1630264,Anthony,Gill,AnthonyGill,GillAnthony,AGill,anthonygill,19921017000000,Virginia,USA,VirginiaUSA,68,230.0,3.0,16,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,anthonygill,2020.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76812,Ben,Gillery,BenGillery,GilleryBen,BGillery,bengillery,19650919000000,Georgetown,USA,GeorgetownUSA,70,235.0,1.0,50,Center,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADDbengillery,1988.0,1988.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1631221,Collin,Gillespie,CollinGillespie,GillespieCollin,CGillespie,collingillespie,19990625000000,Villanova,USA,VillanovaUSA,61,195.0,0.0,21,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,collingillespie,2022.0,2023.0,N,N,N,Undrafted,Undrafted,Undrafted,N
288,Armen,Gilliam,ArmenGilliam,GilliamArmen,AGilliam,armengilliam,19640528000000,UNLV,USA,UNLVUSA,69,260.0,12.0,5,Forward,Inactive,N,1610612751,Nets,NJN,nets,NewJersey,armengilliam,1987.0,1999.0,N,Y,Y,1987,1,2,N
76815,Herm,Gilliam,HermGilliam,GilliamHerm,HGilliam,hermgilliam,19460505000000,Purdue,USA,PurdueUSA,63,190.0,8.0,3,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADDhermgilliam,1969.0,1976.0,N,Y,Y,1969,1,8,N
600014,Artis,Gilmore,ArtisGilmore,GilmoreArtis,AGilmore,artisgilmore,19480921000000,Jacksonville,USA,JacksonvilleUSA,72,240.0,12.0,53,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADDartisgilmore,1976.0,1987.0,N,Y,Y,1971,7,117,N
76817,Walt,Gilmore,WaltGilmore,GilmoreWalt,WGilmore,waltgilmore,19470227000000,FortValleyState,USA,FortValleyStateUSA,66,225.0,1.0,48,Forward,Inactive,N,1610612757,TrailBlazers,POR,blazers,Portland,HISTADDwaltgilmore,1970.0,1970.0,N,Y,Y,1970,2,25,N
1938,Manu,Ginobili,ManuGinobili,GinobiliManu,MGinobili,manuginobili,19770728000000,VirtusBologna,Argentina,VirtusBolognaArgentina,66,205.0,16.0,20,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,SanAntonio,manuginobili,2002.0,2017.0,N,Y,Y,1999,2,57,N
1921,Gordan,Giricek,GordanGiricek,GiricekGordan,GGiricek,gordangiricek,19770620000000,CSKAMoscow,Croatia,CSKAMoscowCroatia,66,220.0,7.0,2,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,gordangiricek,2002.0,2007.0,N,Y,Y,1999,2,40,N
202148,Mickell,Gladness,MickellGladness,GladnessMickell,MGladness,mickellgladness,19860726000000,AlabamaAM,USA,AlabamaAMUSA,611,220.0,2.0,32,Center,Inactive,N,1610612744,Warriors,GSW,warriors,GoldenState,mickellgladness,2011.0,2011.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76822,Mike,Glenn,MikeGlenn,GlennMike,MGlenn,mikeglenn,19550910000000,SouthernIllinois,USA,SouthernIllinoisUSA,62,175.0,10.0,10,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADDmikeglenn,1977.0,1986.0,N,Y,Y,1977,2,23,N
76823,Norman,Glick,NormanGlick,GlickNorman,NGlick,normanglick,19271110000000,LoyolaMarymount,USA,LoyolaMarymountUSA,66,190.0,1.0,20,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADDnormieglick,1949.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76824,Georgi,Glouchkov,GeorgiGlouchkov,GlouchkovGeorgi,GGlouchkov,georgiglouchkov,19600110000000,AkademikVarna,Bulgaria,AkademikVarnaBulgaria,68,235.0,1.0,16,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADDgeorgiglouchkov,1985.0,1985.0,N,Y,Y,1985,7,148,N
76825,Clarence,Glover,ClarenceGlover,GloverClarence,CGlover,clarenceglover,19471101000000,WesternKentucky,USA,WesternKentuckyUSA,68,210.0,1.0,28,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADDclarenceglover,1971.0,1971.0,N,Y,Y,1971,1,10,N
76826,Mike,Gminski,MikeGminski,GminskiMike,MGminski,mikegminski,19590803000000,Duke,USA,DukeUSA,611,250.0,14.0,43,Center,Inactive,N,1610612751,Nets,NJN,nets,NewJersey,HISTADDmikegminski,1980.0,1993.0,N,Y,Y,1980,1,7,N
203497,Rudy,Gobert,RudyGobert,GobertRudy,RGobert,rudygobert,19920626000000,Cholet,France,CholetFrance,71,258.0,10.0,27,Center,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudygobert,2013.0,2023.0,Y,Y,Y,2013,1,27,N
76827,Dan,Godfread,DanGodfread,GodfreadDan,DGodfread,dangodfread,19670614000000,Evansville,USA,EvansvilleUSA,610,250.0,2.0,35,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,HISTADDdangodfread,1990.0,1991.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76830,Glen,Gondrezick,GlenGondrezick,GondrezickGlen,GGondrezick,glengondrezick,19550830000000,UNLV,USA,UNLVUSA,66,218.0,6.0,22,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADDglengondrezick,1977.0,1982.0,N,Y,Y,1977,2,26,N
76831,Grant,Gondrezick,GrantGondrezick,GondrezickGrant,GGondrezick,grantgondrezick,19630119000000,Pepperdine,USA,PepperdineUSA,65,205.0,2.0,3,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADDgrantgondrezick,1986.0,1988.0,N,Y,Y,1986,4,77,N
2400,Drew,Gooden,DrewGooden,GoodenDrew,DGooden,drewgooden,19810924000000,Kansas,USA,KansasUSA,610,250.0,15.0,90,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,drewgooden,2002.0,2015.0,N,Y,Y,2002,1,4,N
1864,Steve,Goodrich,SteveGoodrich,GoodrichSteve,SGoodrich,stevegoodrich,19760318000000,Princeton,USA,PrincetonUSA,610,220.0,3.0,30,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,stevegoodrich,2000.0,2002.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
203462,Archie,Goodwin,ArchieGoodwin,GoodwinArchie,AGoodwin,archiegoodwin,19940817000000,Kentucky,USA,KentuckyUSA,65,205.0,5.0,10,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,archiegoodwin,2013.0,2016.0,Y,Y,Y,2013,1,29,N
1629164,Brandon,Goodwin,BrandonGoodwin,GoodwinBrandon,BGoodwin,brandongoodwin,19951002000000,FloridaGulfCoast,USA,FloridaGulfCoastUSA,60,180.0,5.0,00,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,brandongoodwin,2018.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630692,Jordan,Goodwin,JordanGoodwin,GoodwinJordan,JGoodwin,jordangoodwin,19981023000000,StLouis,USA,StLouisUSA,63,200.0,2.0,7,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,jordangoodwin,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203932,Aaron,Gordon,AaronGordon,GordonAaron,AGordon,aarongordon,19950916000000,Arizona,USA,ArizonaUSA,68,235.0,9.0,50,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,aarongordon,2014.0,2023.0,N,Y,Y,2014,1,4,N
2732,Ben,Gordon,BenGordon,GordonBen,BGordon,bengordon,19830404000000,Connecticut,USA,ConnecticutUSA,63,205.0,12.0,7,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,bengordon,2004.0,2014.0,Y,Y,Y,2004,1,3,N
201569,Eric,Gordon,EricGordon,GordonEric,EGordon,ericgordon,19881225000000,Indiana,USA,IndianaUSA,63,215.0,16.0,10,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,ericgordon,2008.0,2022.0,N,Y,Y,2008,1,7,N
76834,Lancaster,Gordon,LancasterGordon,GordonLancaster,LGordon,lancastergordon,19620624000000,Louisville,USA,LouisvilleUSA,63,185.0,4.0,4,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LosAngeles,HISTADDlancastergordon,1984.0,1987.0,N,Y,Y,1984,1,8,N
76836,Leo,Gottlieb,LeoGottlieb,GottliebLeo,LGottlieb,leogottlieb,19201128000000,DeWittClintonHSNY,USA,DeWittClintonHSNYUSA,511,180.0,2.0,9,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,NewYork,HISTADDacegottlieb,1946.0,1947.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
202726,Andrew,Goudelock,AndrewGoudelock,GoudelockAndrew,AGoudelock,andrewgoudelock,19881207000000,CollegeofCharleston,USA,CollegeofCharlestonUSA,63,200.0,4.0,0,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,andrewgoudelock,2011.0,2015.0,Y,Y,Y,2011,2,46,N
76837,Bato,Govedarica,BatoGovedarica,GovedaricaBato,BGovedarica,batogovedarica,19280417000000,DePaul,USA,DePaulUSA,511,185.0,1.0,14,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADDbatogovedarica,1953.0,1953.0,N,Y,Y,1951,3,24,N
76838,Joe,Graboski,JoeGraboski,GraboskiJoe,JGraboski,joegraboski,19300115000000,TuleyHSIL,USA,TuleyHSILUSA,68,195.0,13.0,23,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADDgrabbograboski,1948.0,1961.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628984,Devonte,Graham,DevonteGraham,GrahamDevonte,DGraham,devontegraham,19950222000000,Kansas,USA,KansasUSA,61,195.0,5.0,4,Guard,Active,N,1610612759,Spurs,SAS,spurs,SanAntonio,devontegraham,2018.0,2023.0,Y,Y,Y,2018,2,34,N
101121,Joey,Graham,JoeyGraham,GrahamJoey,JGraham,joeygraham,19820611000000,OklahomaState,USA,OklahomaStateUSA,67,230.0,7.0,12,Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,joeygraham,2005.0,2010.0,Y,Y,Y,2005,1,16,N
76843,Mal,Graham,MalGraham,GrahamMal,MGraham,malgraham,19450223000000,NewYorkUniversity,USA,NewYorkUniversityUSA,61,185.0,2.0,11,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADDmalgraham,1967.0,1968.0,N,Y,Y,1967,1,11,N
76841,Orlando,Graham,OrlandoGraham,GrahamOrlando,OGraham,orlandograham,19650505000000,AuburnMontgomery,USA,AuburnMontgomeryUSA,68,220.0,1.0,44,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,GoldenState,HISTADDorlandograham,1988.0,1988.0,N,Y,Y,1988,2,40,N
76842,Paul,Graham,PaulGraham,GrahamPaul,PGraham,paulgraham,19671128000000,Ohio,USA,OhioUSA,66,200.0,3.0,25,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADDpaulgraham,1991.0,1993.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1626203,Treveon,Graham,TreveonGraham,GrahamTreveon,TGraham,treveongraham,19931028000000,VirginiaCommonwealth,USA,VirginiaCommonwealthUSA,65,219.0,5.0,2,GuardForward,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,treveongraham,2016.0,2019.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76844,Jim,Grandholm,JimGrandholm,GrandholmJim,JGrandholm,jimgrandholm,19601004000000,SouthFlorida,USA,SouthFloridaUSA,70,235.0,1.0,50,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADDjimgrandholm,1990.0,1990.0,N,Y,Y,1984,4,76,N
97,Ronnie,Grandison,RonnieGrandison,GrandisonRonnie,RGrandison,ronniegrandison,19640709000000,NewOrleans,USA,NewOrleansUSA,66,220.0,4.0,20,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,ronniegrandison,1988.0,1995.0,N,Y,Y,1987,5,100,N
101122,Danny,Granger,DannyGranger,GrangerDanny,DGranger,dannygranger,19830420000000,NewMexico,USA,NewMexicoUSA,69,222.0,11.0,22,ForwardGuard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,dannygranger,2005.0,2014.0,N,Y,Y,2005,1,17,N
76847,Stewart,Granger,StewartGranger,GrangerStewart,SGranger,stewartgranger,19611027000000,Villanova,USA,VillanovaUSA,63,190.0,3.0,11,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADDstewartgranger,1983.0,1986.0,N,Y,Y,1983,1,24,N
258,Brian,Grant,BrianGrant,GrantBrian,BGrant,briangrant,19720305000000,Xavier,USA,XavierUSA,69,254.0,13.0,55,ForwardCenter,Inactive,N,1610612748,Heat,MIA,heat,Miami,briangrant,1994.0,2005.0,N,Y,Y,1994,1,8,N
285,Greg,Grant,GregGrant,GrantGreg,GGrant,greggrant,19660829000000,CollegeofNewJersey,USA,CollegeofNewJerseyUSA,57,140.0,6.0,9,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,greggrant,1989.0,1995.0,N,Y,Y,1989,2,52,N
265,Harvey,Grant,HarveyGrant,GrantHarvey,HGrant,harveygrant,19650704000000,Oklahoma,USA,OklahomaUSA,69,225.0,11.0,44,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,harveygrant,1988.0,1998.0,N,Y,Y,1988,1,12,N
76853,Travis,Grant,TravisGrant,GrantTravis,TGrant,travisgrant,19500101000000,KentuckyState,USA,KentuckyStateUSA,67,215.0,2.0,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,LosAngeles,HISTADDmachinegungrant,1972.0,1973.0,N,Y,Y,1972,1,13,N
76855,Butch,Graves,ButchGraves,GravesButch,BGraves,butchgraves,19620105000000,Yale,USA,YaleUSA,63,200.0,1.0,10,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADDbutchgraves,1984.0,1984.0,N,Y,Y,1984,3,68,N
201189,Aaron,Gray,AaronGray,GrayAaron,AGray,aarongray,19841207000000,Pittsburgh,USA,PittsburghUSA,70,270.0,7.0,33,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,aarongray,2007.0,2013.0,N,Y,Y,2007,2,49,N
1516,Ed,Gray,EdGray,GrayEd,EGray,edgray,19750927000000,California,USA,CaliforniaUSA,63,210.0,2.0,22,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,edgray,1997.0,1998.0,N,Y,Y,1997,1,22,N
